#X	k DELTAk	Temp
14	0.0125556	0.000144444	194.897
18.5	0.0128889	8.88889e-05	196.812
31	0.0134	8.88889e-05	202.131
35	0.0136444	7.77778e-05	203.834
42.5	0.0140222	0.0001	207.025
49	0.0141778	0.000111111	209.791
55	0.0145333	0.000122222	212.344
63	0.0146667	8.88889e-05	215.749
64	0.0149333	0.0001	216.174
66.5	0.0150222	7.77778e-05	217.238
69	0.015	8.88889e-05	218.302
71	0.0150222	8.88889e-05	219.153
74	0.0150667	6.66667e-05	220.429
76	0.0150444	8.88889e-05	221.28
