q,CpT_sin,CpT_sn
-0.32305,0.422238,0.471853
-0.321929,0.422769,0.472304
-0.320808,0.4233,0.472755
-0.319686,0.423829,0.473205
-0.318565,0.424358,0.473654
-0.317444,0.424885,0.474103
-0.316323,0.425412,0.47455
-0.315201,0.425937,0.474997
-0.31408,0.426461,0.475442
-0.312959,0.426983,0.475887
-0.311838,0.427505,0.47633
-0.310716,0.428025,0.476773
-0.309595,0.428543,0.477214
-0.308474,0.42906,0.477653
-0.307353,0.429576,0.478092
-0.306231,0.430089,0.478529
-0.30511,0.430602,0.478965
-0.303989,0.431112,0.479399
-0.302868,0.431622,0.479832
-0.301746,0.432129,0.480263
-0.300625,0.432635,0.480693
-0.299504,0.433138,0.481121
-0.298383,0.433641,0.481548
-0.297261,0.434141,0.481973
-0.29614,0.43464,0.482397
-0.295019,0.435136,0.482818
-0.293898,0.435631,0.483238
-0.292776,0.436124,0.483657
-0.291655,0.436616,0.484073
-0.290534,0.437105,0.484488
-0.289413,0.437592,0.484902
-0.288291,0.438078,0.485313
-0.28717,0.438562,0.485723
-0.286049,0.439044,0.486131
-0.284928,0.439524,0.486537
-0.283806,0.440002,0.486941
-0.282685,0.440478,0.487344
-0.281564,0.440952,0.487745
-0.280443,0.441425,0.488144
-0.279321,0.441896,0.488541
-0.2782,0.442365,0.488937
-0.277079,0.442832,0.489331
-0.275958,0.443297,0.489724
-0.274836,0.44376,0.490114
-0.273715,0.444222,0.490503
-0.272594,0.444682,0.49089
-0.271473,0.445141,0.491276
-0.270352,0.445597,0.49166
-0.26923,0.446052,0.492043
-0.268109,0.446506,0.492424
-0.266988,0.446958,0.492803
-0.265867,0.447408,0.493181
-0.264745,0.447857,0.493557
-0.263624,0.448304,0.493932
-0.262503,0.44875,0.494306
-0.261382,0.449194,0.494678
-0.26026,0.449637,0.495049
-0.259139,0.450079,0.495419
-0.258018,0.45052,0.495788
-0.256897,0.450959,0.496155
-0.255775,0.451397,0.496521
-0.254654,0.451835,0.496886
-0.253533,0.452271,0.49725
-0.252412,0.452706,0.497614
-0.25129,0.45314,0.497976
-0.250169,0.453573,0.498337
-0.249048,0.454005,0.498698
-0.247927,0.454437,0.499057
-0.246805,0.454868,0.499416
-0.245684,0.455298,0.499775
-0.244563,0.455728,0.500133
-0.243442,0.456157,0.50049
-0.24232,0.456585,0.500847
-0.241199,0.457014,0.501203
-0.240078,0.457442,0.501559
-0.238957,0.457869,0.501915
-0.237835,0.458297,0.502271
-0.236714,0.458724,0.502627
-0.235593,0.459152,0.502982
-0.234472,0.459579,0.503338
-0.23335,0.460006,0.503693
-0.232229,0.460434,0.504049
-0.231108,0.460862,0.504405
-0.229987,0.46129,0.504762
-0.228865,0.461719,0.505119
-0.227744,0.462148,0.505476
-0.226623,0.462578,0.505834
-0.225502,0.463008,0.506192
-0.22438,0.46344,0.506552
-0.223259,0.463872,0.506912
-0.222138,0.464305,0.507273
-0.221017,0.464738,0.507635
-0.219895,0.465173,0.507998
-0.218774,0.46561,0.508362
-0.217653,0.466047,0.508727
-0.216532,0.466486,0.509094
-0.21541,0.466926,0.509462
-0.214289,0.467367,0.509832
-0.213168,0.467811,0.510203
-0.212047,0.468255,0.510575
-0.210925,0.468702,0.51095
-0.209804,0.469151,0.511326
-0.208683,0.469601,0.511705
-0.207562,0.470053,0.512085
-0.20644,0.470508,0.512467
-0.205319,0.470965,0.512852
-0.204198,0.471424,0.513238
-0.203077,0.471885,0.513628
-0.201956,0.472349,0.514019
-0.200834,0.472816,0.514413
-0.199713,0.473285,0.51481
-0.198592,0.473757,0.51521
-0.197471,0.474231,0.515612
-0.196349,0.474709,0.516017
-0.195228,0.475189,0.516425
-0.194107,0.475673,0.516837
-0.192986,0.47616,0.517251
-0.191864,0.47665,0.517669
-0.190743,0.477143,0.51809
-0.189622,0.47764,0.518514
-0.188501,0.478141,0.518942
-0.187379,0.478645,0.519373
-0.186258,0.479152,0.519809
-0.185137,0.479664,0.520248
-0.184016,0.480179,0.52069
-0.182894,0.480698,0.521137
-0.181773,0.481222,0.521588
-0.180652,0.481749,0.522043
-0.179531,0.482281,0.522502
-0.178409,0.482817,0.522965
-0.177288,0.483357,0.523433
-0.176167,0.483902,0.523905
-0.175046,0.484451,0.524382
-0.173924,0.485005,0.524863
-0.172803,0.485563,0.525349
-0.171682,0.486126,0.52584
-0.170561,0.486695,0.526335
-0.169439,0.487267,0.526836
-0.168318,0.487845,0.527341
-0.167197,0.488428,0.527852
-0.166076,0.489017,0.528367
-0.164954,0.48961,0.528888
-0.163833,0.490208,0.529414
-0.162712,0.490812,0.529945
-0.161591,0.491422,0.530482
-0.160469,0.492036,0.531025
-0.159348,0.492657,0.531572
-0.158227,0.493282,0.532126
-0.157106,0.493914,0.532685
-0.155984,0.494551,0.53325
-0.154863,0.495194,0.533821
-0.153742,0.495843,0.534397
-0.152621,0.496498,0.53498
-0.151499,0.497159,0.535568
-0.150378,0.497825,0.536163
-0.149257,0.498498,0.536764
-0.148136,0.499177,0.53737
-0.147014,0.499862,0.537983
-0.145893,0.500554,0.538603
-0.144772,0.501251,0.539228
-0.143651,0.501955,0.53986
-0.142529,0.502665,0.540498
-0.141408,0.503382,0.541143
-0.140287,0.504105,0.541794
-0.139166,0.504835,0.542452
-0.138044,0.505571,0.543117
-0.136923,0.506313,0.543788
-0.135802,0.507063,0.544465
-0.134681,0.507819,0.545149
-0.13356,0.508581,0.545841
-0.132438,0.50935,0.546538
-0.131317,0.510126,0.547243
-0.130196,0.510909,0.547954
-0.129075,0.511698,0.548673
-0.127953,0.512495,0.549398
-0.126832,0.513298,0.55013
-0.125711,0.514108,0.550869
-0.12459,0.514925,0.551614
-0.123468,0.515748,0.552367
-0.122347,0.516579,0.553127
-0.121226,0.517417,0.553894
-0.120105,0.518261,0.554667
-0.118983,0.519112,0.555448
-0.117862,0.519971,0.556236
-0.116741,0.520836,0.557031
-0.11562,0.521708,0.557833
-0.114498,0.522588,0.558642
-0.113377,0.523474,0.559458
-0.112256,0.524367,0.560281
-0.111135,0.525267,0.561111
-0.110013,0.526174,0.561948
-0.108892,0.527088,0.562792
-0.107771,0.528009,0.563643
-0.10665,0.528937,0.564502
-0.105528,0.529872,0.565367
-0.104407,0.530814,0.566239
-0.103286,0.531763,0.567118
-0.102165,0.532718,0.568005
-0.101043,0.533681,0.568898
-0.0999221,0.53465,0.569798
-0.0988009,0.535626,0.570705
-0.0976796,0.536609,0.57162
-0.0965584,0.537599,0.57254
-0.0954372,0.538595,0.573468
-0.0943159,0.539599,0.574403
-0.0931947,0.540609,0.575345
-0.0920734,0.541625,0.576293
-0.0909522,0.542649,0.577248
-0.0898309,0.543679,0.57821
-0.0887097,0.544715,0.579178
-0.0875884,0.545758,0.580153
-0.0864672,0.546808,0.581135
-0.0853459,0.547864,0.582124
-0.0842247,0.548927,0.583118
-0.0831034,0.549995,0.58412
-0.0819822,0.551071,0.585128
-0.080861,0.552152,0.586142
-0.0797397,0.55324,0.587163
-0.0786185,0.554334,0.58819
-0.0774972,0.555434,0.589223
-0.076376,0.556541,0.590262
-0.0752547,0.557653,0.591308
-0.0741335,0.558772,0.59236
-0.0730122,0.559896,0.593418
-0.071891,0.561026,0.594482
-0.0707697,0.562163,0.595552
-0.0696485,0.563305,0.596628
-0.0685273,0.564452,0.597709
-0.067406,0.565606,0.598797
-0.0662848,0.566765,0.59989
-0.0651635,0.56793,0.600989
-0.0640423,0.5691,0.602094
-0.062921,0.570275,0.603204
-0.0617998,0.571456,0.604319
-0.0606785,0.572643,0.605441
-0.0595573,0.573835,0.606567
-0.058436,0.575031,0.607699
-0.0573148,0.576233,0.608836
-0.0561935,0.577441,0.609978
-0.0550723,0.578653,0.611126
-0.0539511,0.57987,0.612278
-0.0528298,0.581092,0.613436
-0.0517086,0.582319,0.614598
-0.0505873,0.58355,0.615765
-0.0494661,0.584787,0.616937
-0.0483448,0.586028,0.618114
-0.0472236,0.587273,0.619296
-0.0461023,0.588523,0.620482
-0.0449811,0.589778,0.621672
-0.0438598,0.591037,0.622868
-0.0427386,0.5923,0.624067
-0.0416174,0.593567,0.625271
-0.0404961,0.594839,0.626479
-0.0393749,0.596115,0.627692
-0.0382536,0.597395,0.628909
-0.0371324,0.598679,0.630129
-0.0360111,0.599967,0.631354
-0.0348899,0.601259,0.632583
-0.0337686,0.602555,0.633816
-0.0326474,0.603854,0.635053
-0.0315261,0.605158,0.636293
-0.0304049,0.606465,0.637537
-0.0292836,0.607775,0.638785
-0.0281624,0.60909,0.640037
-0.0270412,0.610407,0.641292
-0.0259199,0.611729,0.642551
-0.0247987,0.613054,0.643813
-0.0236774,0.614382,0.645079
-0.0225562,0.615713,0.646349
-0.0214349,0.617048,0.647621
-0.0203137,0.618387,0.648897
-0.0191924,0.619728,0.650177
-0.0180712,0.621073,0.651459
-0.0169499,0.622421,0.652745
-0.0158287,0.623772,0.654035
-0.0147075,0.625127,0.655327
-0.0135862,0.626484,0.656622
-0.012465,0.627845,0.657921
-0.0113437,0.629209,0.659223
-0.0102225,0.630576,0.660528
-0.00910122,0.631946,0.661836
-0.00797998,0.633319,0.663148
-0.00685873,0.634695,0.664462
-0.00573749,0.636074,0.665779
-0.00461624,0.637457,0.6671
-0.00349499,0.638842,0.668424
-0.00237375,0.640231,0.669751
-0.0012525,0.641623,0.671081
-0.000131257,0.643018,0.672414
0.000989989,0.644417,0.673751
0.00211123,0.645818,0.67509
0.00323248,0.647223,0.676433
0.00435373,0.648631,0.67778
0.00547497,0.650043,0.679129
0.00659622,0.651458,0.680482
0.00771746,0.652877,0.681839
0.00883871,0.654299,0.683199
0.00995996,0.655725,0.684563
0.0110812,0.657154,0.68593
0.0122024,0.658588,0.687301
0.0133237,0.660025,0.688676
0.0144449,0.661466,0.690055
0.0155662,0.662911,0.691438
0.0166874,0.664361,0.692825
0.0178087,0.665815,0.694217
0.0189299,0.667273,0.695613
0.0200512,0.668736,0.697013
0.0211724,0.670204,0.698418
0.0222937,0.671676,0.699827
0.0234149,0.673154,0.701242
0.0245362,0.674637,0.702662
0.0256574,0.676125,0.704087
0.0267786,0.677618,0.705517
0.0278999,0.679118,0.706953
0.0290211,0.680623,0.708395
0.0301424,0.682135,0.709843
0.0312636,0.683652,0.711297
0.0323849,0.685177,0.712757
0.0335061,0.686708,0.714224
0.0346274,0.688246,0.715698
0.0357486,0.689791,0.71718
0.0368699,0.691344,0.718668
0.0379911,0.692905,0.720164
0.0391123,0.694474,0.721669
0.0402336,0.696052,0.723181
0.0413548,0.697638,0.724702
0.0424761,0.699233,0.726232
0.0435973,0.700838,0.727771
0.0447186,0.702452,0.72932
0.0458398,0.704076,0.730878
0.0469611,0.705711,0.732447
0.0480823,0.707356,0.734026
0.0492036,0.709013,0.735616
0.0503248,0.710681,0.737218
0.0514461,0.712362,0.738832
0.0525673,0.714054,0.740457
0.0536885,0.71576,0.742096
0.0548098,0.717479,0.743747
0.055931,0.719212,0.745412
0.0570523,0.720959,0.747091
0.0581735,0.72272,0.748785
0.0592948,0.724498,0.750494
0.060416,0.72629,0.752218
0.0615373,0.7281,0.753958
0.0626585,0.729926,0.755715
0.0637798,0.73177,0.75749
0.064901,0.733632,0.759282
0.0660222,0.735512,0.761092
0.0671435,0.737412,0.762922
0.0682647,0.739332,0.764771
0.069386,0.741272,0.766641
0.0705072,0.743234,0.768532
0.0716285,0.745218,0.770444
0.0727497,0.747224,0.772379
0.073871,0.749254,0.774337
0.0749922,0.751308,0.776318
0.0761135,0.753387,0.778325
0.0772347,0.755492,0.780357
0.078356,0.757623,0.782415
0.0794772,0.759782,0.7845
0.0805984,0.761969,0.786613
0.0817197,0.764185,0.788755
0.0828409,0.766431,0.790926
0.0839622,0.768707,0.793128
0.0850834,0.771016,0.795362
0.0862047,0.773357,0.797628
0.0873259,0.775732,0.799927
0.0884472,0.778142,0.802261
0.0895684,0.780587,0.80463
0.0906897,0.78307,0.807035
0.0918109,0.78559,0.809478
0.0929321,0.788149,0.81196
0.0940534,0.790748,0.814481
0.0951746,0.793388,0.817043
0.0962959,0.79607,0.819647
0.0974171,0.798796,0.822294
0.0985384,0.801567,0.824986
0.0996596,0.804384,0.827723
0.100781,0.807247,0.830507
0.101902,0.81016,0.833339
0.103023,0.813122,0.83622
0.104145,0.816135,0.839153
0.105266,0.819201,0.842137
0.106387,0.822321,0.845175
0.107508,0.825496,0.848268
0.10863,0.828728,0.851418
0.109751,0.832018,0.854625
0.110872,0.835367,0.857892
0.111993,0.838779,0.861219
0.113115,0.842253,0.86461
0.114236,0.845791,0.868064
0.115357,0.849396,0.871584
0.116478,0.853068,0.875172
0.1176,0.85681,0.878828
0.118721,0.860623,0.882556
0.119842,0.864509,0.886356
0.120963,0.86847,0.89023
0.122085,0.872507,0.894181
0.123206,0.876623,0.89821
0.124327,0.880819,0.902319
0.125448,0.885097,0.906509
0.12657,0.88946,0.910784
0.127691,0.893908,0.915144
0.128812,0.898445,0.919593
0.129933,0.903072,0.924131
0.131055,0.907792,0.928761
0.132176,0.912606,0.933486
0.133297,0.917516,0.938307
0.134418,0.922526,0.943226
0.135539,0.927637,0.948247
0.136661,0.932851,0.953371
0.137782,0.938171,0.9586
0.138903,0.943599,0.963937
0.140024,0.949138,0.969384
0.141146,0.95479,0.974944
0.142267,0.960557,0.98062
0.143388,0.966442,0.986413
0.144509,0.972448,0.992326
0.145631,0.978577,0.998363
0.146752,0.984832,1.00453
0.147873,0.991216,1.01082
0.148994,0.997731,1.01724
0.150116,1.00438,1.02379
0.151237,1.01117,1.03049
0.152358,1.01809,1.03732
0.153479,1.02516,1.04429
0.154601,1.03238,1.05141
0.155722,1.03974,1.05868
0.156843,1.04725,1.0661
0.157964,1.05492,1.07368
0.159086,1.06275,1.08141
0.160207,1.07074,1.08931
0.161328,1.07889,1.09737
0.162449,1.08722,1.1056
0.163571,1.09571,1.11399
0.164692,1.10438,1.12257
0.165813,1.11322,1.13132
0.166934,1.12225,1.14025
0.168056,1.13146,1.14937
0.169177,1.14086,1.15868
0.170298,1.15046,1.16818
0.171419,1.16025,1.17787
0.172541,1.17024,1.18777
0.173662,1.18043,1.19787
0.174783,1.19083,1.20818
0.175904,1.20145,1.2187
0.177026,1.21228,1.22944
0.178147,1.22333,1.24039
0.179268,1.2346,1.25157
0.180389,1.2461,1.26298
0.181511,1.25783,1.27462
0.182632,1.2698,1.2865
0.183753,1.28201,1.29862
0.184874,1.29447,1.31098
0.185996,1.30718,1.3236
0.187117,1.32014,1.33647
0.188238,1.33335,1.3496
0.189359,1.34684,1.36299
0.190481,1.36059,1.37665
0.191602,1.37461,1.39059
0.192723,1.38892,1.40481
0.193844,1.4035,1.4193
0.194966,1.41837,1.43409
0.196087,1.43354,1.44917
0.197208,1.44901,1.46455
0.198329,1.46477,1.48024
0.199451,1.48085,1.49623
0.200572,1.49724,1.51254
0.201693,1.51395,1.52917
0.202814,1.53099,1.54612
0.203935,1.54835,1.56341
0.205057,1.56605,1.58103
0.206178,1.58409,1.59899
0.207299,1.60249,1.61731
0.20842,1.62123,1.63597
0.209542,1.64033,1.655
0.210663,1.6598,1.6744
0.211784,1.67964,1.69416
0.212905,1.69986,1.71431
0.214027,1.72046,1.73484
0.215148,1.74145,1.75576
0.216269,1.76283,1.77708
0.21739,1.78462,1.79881
0.218512,1.80682,1.82094
0.219633,1.82944,1.84349
0.220754,1.85247,1.86647
0.221875,1.87594,1.88988
0.222997,1.89984,1.91372
0.224118,1.92419,1.93801
0.225239,1.94899,1.96276
0.22636,1.97424,1.98796
0.227482,1.99996,2.01363
0.228603,2.02615,2.03977
0.229724,2.05282,2.06639
0.230845,2.07997,2.09351
0.231967,2.10763,2.12111
0.233088,2.13578,2.14923
0.234209,2.16444,2.17785
0.23533,2.19362,2.207
0.236452,2.22333,2.23667
0.237573,2.25356,2.26688
0.238694,2.28434,2.29763
0.239815,2.31567,2.32893
0.240937,2.34756,2.3608
0.242058,2.38002,2.39323
0.243179,2.41304,2.42625
0.2443,2.44666,2.45984
0.245422,2.48086,2.49404
0.246543,2.51567,2.52883
0.247664,2.55108,2.56425
0.248785,2.58712,2.60028
0.249907,2.62378,2.63694
0.251028,2.66108,2.67425
